time_sec,x,y,z
1744055044.0312982,0.4471786790768248,-0.576541417728179,0.007835371730209973
1744055044.1222796,0.44717982855321736,-0.5765412054327922,0.007843755300317997
1744055044.2231739,0.44718094362954486,-0.5765410082823522,0.007843115885264502
1744055044.3134077,0.4471820776624151,-0.5765408211787622,0.007827273533374469
1744055044.4283729,0.4471832565622194,-0.5765406961425693,0.007817268271435321
1744055044.531913,0.44718448937106575,-0.5765405556309935,0.00782778015432004
1744055044.635163,0.4471856857681569,-0.5765404301275125,0.007841328513382527
1744055044.741984,0.44718684129616976,-0.5765403145311901,0.00784480401527586
1744055044.8252342,0.44718798241025093,-0.5765401962396571,0.007828185727040434
1744055044.9271033,0.4471891030300871,-0.5765399883154873,0.007822636837334989
1744055045.0409882,0.4471902791891336,-0.5765397522194646,0.007819201515068881
1744055045.1486337,0.4471914420672167,-0.5765395705781627,0.007828221805883034
1744055045.2779348,0.4471926279453384,-0.5765394260275154,0.007841902040700807
1744055045.4026563,0.447193797142133,-0.5765393035027507,0.007847014636180047
1744055045.4835153,0.4471949862154876,-0.5765391823007823,0.00783621663724779
1744055045.5968735,0.4471961608551615,-0.5765389917059242,0.007818437911397068
1744055045.6974647,0.4471973076411049,-0.5765387363439881,0.007816138826861248
1744055045.7965007,0.44719850644913445,-0.5765384552185031,0.0078277833987226
1744055045.8866093,0.44719967225552787,-0.576538238158374,0.00783517424917835
1744055045.9811835,0.44720084502995966,-0.5765380933619418,0.007848865698978308
1744055046.0761533,0.44720200200116383,-0.5765380475046228,0.007840527261305292
1744055046.178795,0.447203161899751,-0.5765379662336998,0.007831148355655538
1744055046.2811146,0.4472043118493017,-0.57653778979453,0.00781647291815385
1744055046.3983023,0.44720551158547783,-0.576537611403972,0.007827712499686864
1744055046.5076485,0.4472066764790044,-0.5765374540675895,0.007841342221991251
1744055046.6142333,0.44720780202087806,-0.5765373120487649,0.007844823170258794
1744055046.6929648,0.4472089710136291,-0.5765371763347406,0.007836846356987321
1744055046.803517,0.44721014970043776,-0.5765369832556623,0.007817409939220563
1744055046.9178748,0.4472113714283544,-0.5765367846833928,0.007823148913154866
1744055047.041367,0.44721256921342756,-0.5765366081146354,0.007838550378771847
1744055047.119814,0.44721372644497925,-0.5765364500459441,0.007845343232139574
1744055047.2426603,0.4472148582666337,-0.5765363007288873,0.007834973977543264
1744055047.3364196,0.4472160383892693,-0.5765361416780665,0.007816203411196944
1744055047.437067,0.4472172131341856,-0.5765359665830296,0.007820878662270686
1744055047.533242,0.4472183675178695,-0.5765357144837543,0.007831932480020374
1744055047.6272001,0.44721950504582214,-0.5765355057301161,0.007838040493196845
1744055047.7453964,0.4472206556326277,-0.5765353477995325,0.007846043908549398
1744055047.8870118,0.4472218140246431,-0.5765352374036541,0.007844650870888894
1744055048.0240545,0.44722298404680483,-0.57653513269939,0.00782286354911738
1744055048.1954205,0.4472242207077392,-0.5765350072000022,0.007819094281751492
1744055048.325013,0.44722541152470363,-0.5765348757399062,0.007828563907241359
1744055048.4920323,0.44722657348284306,-0.5765346551922171,0.007838840892887224
1744055048.5981128,0.4472277065128154,-0.576534450447112,0.007845410500194891
1744055048.7084115,0.44722881595980146,-0.5765342624989318,0.007834989543375618
1744055048.8007395,0.44723000270803626,-0.5765340809347701,0.007818036549003132
1744055048.9234731,0.4472312221623215,-0.5765338880377519,0.007818345854806211
1744055049.0380344,0.44723239448637053,-0.5765337068283569,0.00782206941636501
1744055049.1457145,0.4472336105191001,-0.5765335194343884,0.007837676582798587
1744055049.2993877,0.4472347877269228,-0.5765333657204896,0.00784529004995534
1744055049.4133782,0.44723593696982444,-0.5765332297239315,0.007837386748640325
1744055049.5326893,0.44723712149572475,-0.5765330944716534,0.007814130490147083
1744055049.641631,0.4472383203442848,-0.5765329463293298,0.007827279052427413
1744055049.7573817,0.447239428914518,-0.5765327561386749,0.007830996006821574
1744055049.8898528,0.4472405388461836,-0.57653252489759,0.007843645465353684
1744055049.9881992,0.44724166103020596,-0.5765323411380068,0.007844763005828344
1744055050.085892,0.44724281347960837,-0.5765321137955369,0.007841180990328532
1744055050.205468,0.4472439752922274,-0.5765318659621328,0.007839726275011399
1744055050.3199987,0.447245169505446,-0.576531705525818,0.007823879867744594
1744055050.4163003,0.44724643549444415,-0.5765315321152075,0.007819181033012011
1744055050.5136986,0.4472476947155579,-0.5765313734945685,0.007835292823839633
1744055050.6338892,0.44724888685707215,-0.5765312511204453,0.007843151791294143
1744055050.7523663,0.4472500229243432,-0.5765311509654186,0.007835673610331027
1744055050.8640168,0.447251128886954,-0.5765310698881584,0.007832523633033862
1744055050.9694967,0.4472522649996358,-0.5765309481902884,0.007815549884837644
1744055051.0791912,0.4472534365114568,-0.5765307594732951,0.007829233324024189
1744055051.2003675,0.44725458694035836,-0.5765305001339417,0.007838940663332782
1744055051.3123405,0.4472557393427386,-0.5765302574136464,0.00784151635697582
1744055051.4156983,0.44725689194817986,-0.5765300360928585,0.007843286199576657
1744055051.5111208,0.4472580684513905,-0.576529886421683,0.007844055316839038
1744055051.6136749,0.4472592495989125,-0.576529736176261,0.00782264088403167
1744055051.6969278,0.4472604986686772,-0.5765295746509425,0.00781906633257887
1744055051.8053155,0.4472617407234123,-0.5765294253115509,0.00783529807047789
1744055051.9179761,0.44726288625964367,-0.5765292742495444,0.007837059160229821
1744055052.0456016,0.44726399816710144,-0.5765291308162886,0.007839882957214193
1744055052.1841288,0.44726509523119606,-0.5765289665242361,0.007842693334724388
1744055052.3378832,0.447266206237809,-0.5765287637808542,0.007845009851845207
1744055052.4715075,0.44726735570642157,-0.5765285586527876,0.007829368980977918
1744055052.576305,0.4472685652414196,-0.5765283948009942,0.007823829321471173
1744055052.6833458,0.4472697749364131,-0.5765282901793162,0.007818513653670396
1744055052.806382,0.44727095920995286,-0.5765281844076546,0.00781974600320311
1744055052.9278374,0.44727216504893547,-0.5765279729196963,0.007823811031916095
1744055053.0390868,0.44727336497152936,-0.5765277782478151,0.007838619471817708
1744055053.1432002,0.44727452492119385,-0.5765276056238041,0.00784534435336167
1744055053.284858,0.44727565996453394,-0.5765274448541159,0.007834970820015866
1744055053.417746,0.44727684371688253,-0.5765272770306117,0.007816200511765082
1744055053.5685704,0.4472780693068589,-0.5765271074888095,0.00782766188300749
1744055053.7098296,0.4472792593062025,-0.576526957240919,0.007841322228385206
1744055053.835392,0.4472803984176815,-0.5765268191669706,0.007840390191395284
1744055053.953828,0.44728151109794567,-0.5765265873204553,0.007843249152475161
1744055054.093575,0.4472826277076514,-0.576526358464023,0.007827355157169069
1744055054.2198772,0.4472837907781689,-0.5765261981915939,0.007817280988390763
1744055054.3444417,0.44728499078577344,-0.576526063186514,0.00782021809679533
1744055054.483893,0.4472862266207715,-0.576525951528425,0.007835822666555574
1744055054.594848,0.44728741883895135,-0.5765258480629881,0.007844872499812802
1744055054.71438,0.44728857196520594,-0.576525745925819,0.007837227141877266
1744055054.8639066,0.4472897005166666,-0.5765255430498688,0.007835117332728226
1744055054.9761782,0.44729085826449466,-0.5765253222894571,0.007816301541622103
1744055055.0878775,0.44729205982173953,-0.5765251081956386,0.007827680435403439
1744055055.2276287,0.44729322756717826,-0.576524920968919,0.007841334302464387
1744055055.3329937,0.4472943703856586,-0.5765247650002762,0.007842446914295427
1744055055.4553008,0.44729551891742253,-0.5765246568893683,0.007840650840020086
1744055055.5934713,0.44729669300586555,-0.5765245339077028,0.00781852260072955
1744055055.7199535,0.4472979259399321,-0.5765243949812106,0.007823420432435748
1744055055.8286953,0.44729909967871684,-0.5765242575014634,0.007831978810218054
1744055055.9334922,0.44730020807495097,-0.5765239951406468,0.007828841744941415
1744055056.0390298,0.4473013321134273,-0.5765236321607686,0.007832685453865368
1744055056.165655,0.44730251223860457,-0.576523378451182,0.007840660856928978
1744055056.2820687,0.4473037185795038,-0.5765232194610249,0.007839665518189182
1744055056.4002395,0.44730491105568576,-0.5765231432407045,0.007845308373054291
1744055056.4903834,0.44730608241909603,-0.576523065220305,0.007831497042669418
1744055056.5980043,0.44730730855736484,-0.5765229776145762,0.007814210505153405
1744055056.7034745,0.44730854469447057,-0.576522812580705,0.007828844748789464
1744055056.813312,0.44730965579500764,-0.5765224947053645,0.007828040405729793
1744055056.9361722,0.4473107334281808,-0.5765221407886221,0.007831410562859801
1744055057.0377877,0.4473118764223453,-0.5765219446118701,0.007840583208355413
1744055057.1507542,0.44731305321187315,-0.5765219045603798,0.00783969489910398
1744055057.2563381,0.4473142613199694,-0.5765218898242443,0.007846260245913474
1744055057.3793557,0.44731543871775237,-0.5765218592574676,0.007835037700659872
1744055057.5011196,0.4473166239223896,-0.5765217750672299,0.007825208752888143
1744055057.6301553,0.4473177644952415,-0.5765215313462687,0.007832226238116163
1744055057.723826,0.44731887181215146,-0.5765211674540803,0.007825806566003773
1744055057.8367267,0.4473199851791539,-0.5765207934896712,0.007824060584914732
1744055057.9443834,0.4473211477067083,-0.5765205713586676,0.00781744682114924
1744055058.0372243,0.44732241357654484,-0.5765204629507873,0.007823436144858217
1744055058.1412487,0.44732363297410577,-0.5765204234199116,0.007826512438390575
1744055058.2663271,0.4473248142946709,-0.5765203721601101,0.007829959080461954
1744055058.41635,0.4473260012299618,-0.5765202170320006,0.00783902514305832
1744055058.5533695,0.4473271569623754,-0.5765200665179128,0.007845413870541317
1744055058.6803296,0.44732828700365734,-0.5765199227729855,0.00783498022371289
1744055058.7927651,0.4473294651172338,-0.5765197674641515,0.00781620436800861
1744055058.8823757,0.44733068453059494,-0.5765196065450997,0.007827665238994154
1744055059.0011995,0.4473318679580983,-0.576519461687219,0.007841325864341202
1744055059.0853531,0.44733301103297113,-0.5765193278067337,0.007844809075335767
1744055059.2069364,0.44733418018830234,-0.5765191574804431,0.00782429162762261
1744055059.3040972,0.44733534943333186,-0.576518883162391,0.007818524631837773
1744055059.4346037,0.44733648324525616,-0.5765185245246164,0.00781623587073734
1744055059.5392203,0.4473376541836218,-0.5765181926742863,0.007820136773662991
1744055059.6275268,0.4473388624210303,-0.5765180129681239,0.007834184548381301
1744055059.7360108,0.4473400490592016,-0.5765179487208753,0.007842592158526007
1744055059.8355043,0.44734119894834407,-0.5765179080676193,0.007844047911875162
1744055059.9406672,0.4473423576223001,-0.5765178518544095,0.007830684644530938
1744055060.0404174,0.44734351268124584,-0.5765177156304133,0.007816201785538563
1744055060.1451993,0.44734471600700754,-0.5765175691765344,0.007827688994679026
1744055060.2479968,0.44734590952635467,-0.5765173860094963,0.00783831745078327
1744055060.3322563,0.44734706853044987,-0.5765171078952742,0.00784512251529598
1744055060.4308968,0.4473481943845224,-0.5765168520147396,0.007839897279947095
1744055060.5342007,0.4473493509548255,-0.5765166090041459,0.007818444955507748
1744055060.6540115,0.4473505496734182,-0.5765164130707957,0.007817457699109564
1744055060.7640529,0.4473518114495292,-0.5765162742135352,0.007839216367111325
1744055060.8644314,0.4473529775667652,-0.5765161980255415,0.007844691483363557
1744055060.969853,0.44735411489848964,-0.5765161159578185,0.007833504597150692
1744055061.0562804,0.44735522945848144,-0.5765159338290392,0.007828303647788717
1744055061.1595,0.4473563898154979,-0.576515724817405,0.00781639504469073
1744055061.243365,0.44735756974535856,-0.5765155292190143,0.007831686892551261
1744055061.3470333,0.44735873184582436,-0.5765154041149783,0.007839974880129738
1744055061.465398,0.44735988498427,-0.5765152881139315,0.007845552157944925
1744055061.575431,0.4473610715882868,-0.5765151753818247,0.007840409685217369
1744055061.6950924,0.4473622394902625,-0.5765149462720036,0.007835041248684806
1744055061.8062465,0.4473633860765652,-0.5765146265785509,0.007828595307511482
1744055061.915299,0.44736458377457966,-0.5765143043820949,0.007817988778626385
1744055062.015124,0.4473658274210324,-0.5765141040161493,0.007832289801713533
1744055062.12228,0.44736702113822113,-0.5765139832816415,0.007837494322544011
1744055062.242267,0.44736817664001177,-0.5765139349945084,0.007845050137437812
1744055062.3472729,0.44736931078963904,-0.5765138809120348,0.007831507669688724
1744055062.4391677,0.44737050339577095,-0.5765138142010178,0.007817221624081062
1744055062.5546973,0.44737168970149044,-0.5765135928298909,0.007822294932747947
1744055062.6501594,0.44737285524182935,-0.5765133520880124,0.007838597060878463
1744055062.779067,0.4473739826922978,-0.5765131423603429,0.007845365974083853
1744055062.9226806,0.44737510489210786,-0.5765129548566651,0.00783789161326479
1744055063.0560842,0.4473762537023794,-0.5765128239739239,0.007823532019818268
1744055063.1718793,0.44737747376704023,-0.5765126734006417,0.007819182767326684
1744055063.2817585,0.4473786869487277,-0.5765125321092001,0.007835325260040847
1744055063.401764,0.44737985761497334,-0.5765124031723996,0.007844841629051346
1744055063.5303395,0.4473809939700502,-0.5765122799999494,0.00783983800553312
1744055063.6703491,0.44738215645297597,-0.5765121443213492,0.007818446053310089
1744055063.7797976,0.44738332808185266,-0.5765119825828928,0.007818386948470745
1744055063.8938887,0.4473844650036109,-0.5765117066642111,0.007820318599528201
1744055064.01335,0.44738565231161215,-0.5765114128743403,0.007835826560507856
1744055064.1269848,0.44738682749294334,-0.5765112027079279,0.007842780689476388
1744055064.2551522,0.447388006588904,-0.5765110295044942,0.007842633155621314
1744055064.3764653,0.4473891878661485,-0.5765109071884666,0.007838037806057265
1744055064.5006392,0.44739034478995826,-0.576510688415133,0.007835178361870821
1744055064.6166368,0.44739153119459146,-0.576510456084643,0.007816287882265047
1744055064.7593646,0.4473927615107497,-0.5765102342785856,0.007827662126331252
1744055064.8913069,0.44739395803850074,-0.5765100425379102,0.00784131449154938
1744055065.0174677,0.44739509909847003,-0.5765098914853383,0.007845338348186461
1744055065.160111,0.4473962615286688,-0.576509794121924,0.007821314336654726
1744055065.2499983,0.4473974094460358,-0.5765097257621443,0.007818018996836512
1744055065.3544848,0.4473985317447532,-0.5765096507651813,0.007819751616609716
1744055065.4582553,0.44739967572391115,-0.5765094653280299,0.007823853692569677
1744055065.578125,0.44740084851877754,-0.5765092839000873,0.007830876289109941
1744055065.6794152,0.44740204368770364,-0.5765090202723604,0.007839119552179894
1744055065.792749,0.4474032353177258,-0.5765087961470533,0.007845464849771696
1744055065.9126935,0.4474044010021295,-0.576508601829458,0.007837380705040592
1744055066.0314984,0.4474055858616378,-0.57650845066376,0.007827683857843647
1744055066.1657217,0.4474067666389103,-0.5765083509672688,0.007821766561396229
1744055066.3004115,0.4474079264488901,-0.5765082477647425,0.007822126510723086
1744055066.42832,0.4474091048539609,-0.5765080390170925,0.00781947309319938
1744055066.557473,0.44741029335043603,-0.576507844132053,0.00783537787370668
1744055066.6817472,0.4474114415523699,-0.5765076718573363,0.007844857479005755
1744055066.7973049,0.4474125928366482,-0.5765075511519654,0.007846348080232813
1744055066.9064944,0.4474137415841115,-0.5765074396406643,0.007828463843946122
1744055067.0000477,0.44741495305525575,-0.5765073080416777,0.007816293767081157
1744055067.1150193,0.44741618038993375,-0.576507173568674,0.007831650703482056
1744055067.2444053,0.44741732013849966,-0.5765069937447398,0.007834488974105214
1744055067.3566008,0.4474184174452756,-0.5765066450933308,0.007832247993369233
1744055067.453928,0.4474195550961854,-0.5765063465198785,0.007833591018043472
1744055067.5721138,0.4474207510175394,-0.5765061285385724,0.007838787912090086
1744055067.6740377,0.44742196445169324,-0.576505999090064,0.00783959731118454
1744055067.7829745,0.4474231617572297,-0.5765058756564554,0.007846368382620875
